# flux          loglam   ivar         
  0.48504955    3.5824   1.0082501    
  0.32789388    3.5825   0.996712     
  1.4334772     3.5826   0.92679095   
  2.0316536     3.5827   0.9760444    
  -2.048154     3.5828   1.1907899    
  1.1707265     3.5829   0.8681994    
  3.6974528     3.583    0.75449884   
  2.625806      3.5831   0.79321843   
  1.2393781     3.5832   0.77284276   
  2.4151664     3.5833   0.66892415   
  2.967159      3.5834   0.56072944   
  4.1673355     3.5835   0.54060066   
  1.841971      3.5836   0.7765442    
  1.2250198     3.5837   0.8620368    
  2.2651222     3.5838   0.8678945    
  0.7857255     3.5839   0.7705849    
  1.2878592     3.584    0.7804333    
  0.44348502    3.5841   0.92926526   
  0.84544015    3.5842   1.0195776    
  -0.19317026   3.5843   1.2235492    
  -0.28729188   3.5844   1.2294357    
  3.2460124     3.5845   0.99682826   
  1.1243961     3.5846   0.9763751    
  2.1601062     3.5847   0.96286297   
  3.698934      3.5848   0.8594638    
  3.1933007     3.5849   0.7592951    
  2.8694825     3.585    0.7655909    
  3.6799216     3.5851   0.71803975   
  -0.8857532    3.5852   1.2026733    
  1.3546245     3.5853   1.1625632    
  2.676785      3.5854   1.0388505    
  1.8130666     3.5855   1.0592942    
  1.0036784     3.5856   1.118318     
  1.5027614     3.5857   1.0684948    
  2.7813456     3.5858   1.0004003    
  2.4223135     3.5859   1.0528797    
  1.2976531     3.586    1.2866013    
  1.6191968     3.5861   1.2068491    
  2.8844366     3.5862   1.010078     
  2.5635908     3.5863   1.012416     
  0.9389095     3.5864   1.1508503    
  2.0259256     3.5865   1.1335042    
  2.9591708     3.5866   1.1922133    
  2.5761771     3.5867   1.2419189    
  2.5773616     3.5868   1.0818391    
  3.707544      3.5869   0.9829248    
  1.9364737     3.587    0.9216816    
  0.06338253    3.5871   0.7590541    
  -0.39232764   3.5872   1.1314385    
  -0.44672045   3.5873   0.98660886   
  0.18634717    3.5874   1.2439209    
  1.9199648     3.5875   1.4364123    
  1.7290462     3.5876   1.4340729    
  2.823584      3.5877   1.4368494    
  2.8814654     3.5878   1.3413552    
  2.5760045     3.5879   1.421395     
  2.184004      3.588    1.4472579    
  1.1365135     3.5881   1.6441807    
  0.8702896     3.5882   1.6952741    
  -0.15620984   3.5883   1.5463649    
  1.6765894     3.5884   1.3166511    
  2.2976        3.5885   1.2268474    
  0.89929223    3.5886   1.33987      
  1.210938      3.5887   1.4392219    
  1.9426707     3.5888   1.4176339    
  1.0441136     3.5889   1.5692979    
  1.0594198     3.589    1.441163     
  4.6892767     3.5891   0.79480886   
  7.0644574     3.5892   0.7314165    
  3.3799734     3.5893   1.2488022    
  3.3734322     3.5894   1.3641253    
  0.08001068    3.5895   1.9064153    
  0.34828788    3.5896   1.9102026    
  1.9231269     3.5897   1.7312918    
  1.7659638     3.5898   1.740764     
  0.82945096    3.5899   2.0124948    
  0.4775567     3.59     2.0013833    
  2.535558      3.5901   1.488268     
  1.4699268     3.5902   1.4215875    
  1.8371904     3.5903   1.4658623    
  2.6969666     3.5904   1.6535375    
  -0.062378116  3.5905   1.8574023    
  2.644422      3.5906   1.8019806    
  0.67752826    3.5907   1.7894595    
  0.47879037    3.5908   1.7651013    
  1.5930014     3.5909   1.3979329    
  1.6717929     3.591    1.274112     
  0.9997257     3.5911   1.320042     
  0.69465214    3.5912   1.396754     
  1.3490052     3.5913   1.4154015    
  2.2675612     3.5914   1.3508842    
  2.1009622     3.5915   1.3256631    
  0.7753841     3.5916   1.3979726    
  -0.12766454   3.5917   1.4420907    
  0.77718556    3.5918   1.3757359    
  1.4072858     3.5919   1.4626341    
  1.7979437     3.592    1.1917936    
  3.1391418     3.5921   0.99764645   
  3.1860814     3.5922   1.0682982    
  0.2727079     3.5923   1.2615706    
  1.3059703     3.5924   1.337275     
  0.59774977    3.5925   1.2538662    
  1.544561      3.5926   1.1911917    
  2.0885644     3.5927   1.2972891    
  5.1922665     3.5928   0.95271295   
  14.008496     3.5929   0.70145786   
  14.457619     3.593    0.6580949    
  10.216066     3.5931   0.8179765    
  4.837828      3.5932   1.1643652    
  1.4709648     3.5933   1.5395964    
  1.2615014     3.5934   1.6030948    
  2.347036      3.5935   1.5565233    
  1.2396733     3.5936   1.9056453    
  0.03090755    3.5937   2.2342997    
  1.067877      3.5938   2.0937564    
  2.3325877     3.5939   1.709328     
  2.5647683     3.594    1.6135355    
  2.6431463     3.5941   1.6178212    
  2.4012322     3.5942   1.8253806    
  2.6162696     3.5943   1.9567379    
  1.4216102     3.5944   2.3335836    
  1.3396695     3.5945   2.2319503    
  2.0027862     3.5946   2.0284126    
  0.783309      3.5947   2.0672681    
  1.4375708     3.5948   2.0623016    
  1.6447703     3.5949   1.9740851    
  1.6880611     3.595    1.7650253    
  5.901348      3.5951   1.2079976    
  11.149919     3.5952   0.9571606    
  10.019251     3.5953   0.93572724   
  7.2396345     3.5954   1.240032     
  1.2444584     3.5955   1.7197856    
  0.68864805    3.5956   1.8768622    
  2.18905       3.5957   1.461646     
  1.6771548     3.5958   1.3873769    
  1.0480177     3.5959   1.2944028    
  2.1603894     3.596    1.3156489    
  1.777856      3.5961   1.5075761    
  1.0605628     3.5962   1.5464867    
  1.5273377     3.5963   1.4040776    
  2.0620441     3.5964   1.4945865    
  1.1771197     3.5965   1.9267482    
  1.9401377     3.5966   1.6714427    
